bu,brand,channel,month,is_anomaly,cause_types,event_ids
Beverages,AquaPure,display,2023-06-01,True,creative_refresh,E0005
Beverages,AquaPure,display,2023-07-01,False,,
Beverages,AquaPure,display,2023-08-01,False,,
Beverages,AquaPure,display,2023-09-01,False,,
Beverages,AquaPure,display,2023-10-01,False,,
Beverages,AquaPure,display,2023-11-01,False,,
Beverages,AquaPure,display,2023-12-01,False,,
Beverages,AquaPure,display,2024-01-01,False,,
Beverages,AquaPure,display,2024-02-01,False,,
Beverages,AquaPure,display,2024-03-01,False,,
Beverages,AquaPure,display,2024-04-01,False,,
Beverages,AquaPure,display,2024-05-01,False,,
Beverages,AquaPure,display,2024-06-01,False,,
Beverages,AquaPure,display,2024-07-01,False,,
Beverages,AquaPure,display,2024-08-01,False,,
Beverages,AquaPure,display,2024-09-01,False,,
Beverages,AquaPure,display,2024-10-01,False,,
Beverages,AquaPure,display,2024-11-01,False,,
Beverages,AquaPure,display,2024-12-01,False,,
Beverages,AquaPure,display,2025-01-01,False,,
Beverages,AquaPure,display,2025-02-01,False,,
Beverages,AquaPure,display,2025-03-01,False,,
Beverages,AquaPure,display,2025-04-01,False,,
Beverages,AquaPure,display,2025-05-01,False,,
Beverages,AquaPure,display,2025-06-01,False,,
Beverages,AquaPure,display,2025-07-01,False,,
Beverages,AquaPure,display,2025-08-01,False,,
Beverages,AquaPure,display,2025-09-01,False,,
Beverages,AquaPure,display,2025-10-01,False,,
Beverages,AquaPure,display,2025-11-01,False,,
Beverages,AquaPure,display,2025-12-01,False,,
Beverages,AquaPure,ooh,2022-11-01,False,,
Beverages,AquaPure,ooh,2022-12-01,False,,
Beverages,AquaPure,ooh,2023-11-01,False,,
Beverages,AquaPure,ooh,2023-12-01,False,,
Beverages,AquaPure,ooh,2024-11-01,False,,
Beverages,AquaPure,ooh,2024-12-01,False,,
Beverages,AquaPure,ooh,2025-11-01,False,,
Beverages,AquaPure,ooh,2025-12-01,False,,
Beverages,AquaPure,paid_search,2022-01-01,False,,
Beverages,AquaPure,paid_search,2022-02-01,False,,
Beverages,AquaPure,paid_search,2022-03-01,False,,
Beverages,AquaPure,paid_search,2022-04-01,False,,
Beverages,AquaPure,paid_search,2022-05-01,False,,
Beverages,AquaPure,paid_search,2022-06-01,False,,
Beverages,AquaPure,paid_search,2022-07-01,False,,
Beverages,AquaPure,paid_search,2022-08-01,False,,
Beverages,AquaPure,paid_search,2022-09-01,False,,
Beverages,AquaPure,paid_search,2022-10-01,False,,
Beverages,AquaPure,paid_search,2022-11-01,False,,
Beverages,AquaPure,paid_search,2022-12-01,False,,
Beverages,AquaPure,paid_search,2023-01-01,False,,
Beverages,AquaPure,paid_search,2023-02-01,False,,
Beverages,AquaPure,paid_search,2023-03-01,False,,
Beverages,AquaPure,paid_search,2023-04-01,False,,
Beverages,AquaPure,paid_search,2023-05-01,False,,
Beverages,AquaPure,paid_search,2023-06-01,False,,
Beverages,AquaPure,paid_search,2023-07-01,False,,
Beverages,AquaPure,paid_search,2023-08-01,False,,
Beverages,AquaPure,paid_search,2023-09-01,False,,
Beverages,AquaPure,paid_search,2023-10-01,False,,
Beverages,AquaPure,paid_search,2023-11-01,False,,
Beverages,AquaPure,paid_search,2023-12-01,False,,
Beverages,AquaPure,paid_search,2024-01-01,False,,
Beverages,AquaPure,paid_search,2024-02-01,False,,
Beverages,AquaPure,paid_search,2024-03-01,False,,
Beverages,AquaPure,paid_search,2024-04-01,False,,
Beverages,AquaPure,paid_search,2024-05-01,False,,
Beverages,AquaPure,paid_search,2024-06-01,False,,
Beverages,AquaPure,paid_search,2024-07-01,False,,
Beverages,AquaPure,paid_search,2024-08-01,False,,
Beverages,AquaPure,paid_search,2024-09-01,False,,
Beverages,AquaPure,paid_search,2024-10-01,False,,
Beverages,AquaPure,paid_search,2024-11-01,False,,
Beverages,AquaPure,paid_search,2024-12-01,False,,
Beverages,AquaPure,paid_search,2025-01-01,False,,
Beverages,AquaPure,paid_search,2025-02-01,False,,
Beverages,AquaPure,paid_search,2025-03-01,False,,
Beverages,AquaPure,paid_search,2025-04-01,False,,
Beverages,AquaPure,paid_search,2025-05-01,False,,
Beverages,AquaPure,paid_search,2025-06-01,False,,
Beverages,AquaPure,paid_search,2025-07-01,False,,
Beverages,AquaPure,paid_search,2025-08-01,False,,
Beverages,AquaPure,paid_search,2025-09-01,False,,
Beverages,AquaPure,paid_search,2025-10-01,False,,
Beverages,AquaPure,paid_search,2025-11-01,False,,
Beverages,AquaPure,paid_search,2025-12-01,False,,
Beverages,AquaPure,social,2022-01-01,False,,
Beverages,AquaPure,social,2022-02-01,False,,
Beverages,AquaPure,social,2022-03-01,False,,
Beverages,AquaPure,social,2022-04-01,False,,
Beverages,AquaPure,social,2022-05-01,False,,
Beverages,AquaPure,social,2022-06-01,False,,
Beverages,AquaPure,social,2022-07-01,False,,
Beverages,AquaPure,social,2022-08-01,False,,
Beverages,AquaPure,social,2022-09-01,False,,
Beverages,AquaPure,social,2022-10-01,False,,
Beverages,AquaPure,social,2022-11-01,False,,
Beverages,AquaPure,social,2022-12-01,False,,
Beverages,AquaPure,social,2023-01-01,False,,
Beverages,AquaPure,social,2023-02-01,False,,
Beverages,AquaPure,social,2023-03-01,False,,
Beverages,AquaPure,social,2023-04-01,False,,
Beverages,AquaPure,social,2023-05-01,False,,
Beverages,AquaPure,social,2023-06-01,False,,
Beverages,AquaPure,social,2023-07-01,False,,
Beverages,AquaPure,social,2023-08-01,False,,
Beverages,AquaPure,social,2023-09-01,False,,
Beverages,AquaPure,social,2023-10-01,False,,
Beverages,AquaPure,social,2023-11-01,False,,
Beverages,AquaPure,social,2023-12-01,False,,
Beverages,AquaPure,social,2024-01-01,False,,
Beverages,AquaPure,social,2024-02-01,False,,
Beverages,AquaPure,social,2024-03-01,False,,
Beverages,AquaPure,social,2024-04-01,False,,
Beverages,AquaPure,social,2024-05-01,False,,
Beverages,AquaPure,social,2024-06-01,False,,
Beverages,AquaPure,social,2024-07-01,False,,
Beverages,AquaPure,social,2024-08-01,False,,
Beverages,AquaPure,social,2024-09-01,False,,
Beverages,AquaPure,social,2024-10-01,False,,
Beverages,AquaPure,social,2024-11-01,False,,
Beverages,AquaPure,social,2024-12-01,False,,
Beverages,AquaPure,social,2025-01-01,False,,
Beverages,AquaPure,social,2025-02-01,False,,
Beverages,AquaPure,social,2025-03-01,False,,
Beverages,AquaPure,social,2025-04-01,False,,
Beverages,AquaPure,social,2025-05-01,False,,
Beverages,AquaPure,social,2025-06-01,False,,
Beverages,AquaPure,social,2025-07-01,False,,
Beverages,AquaPure,social,2025-08-01,False,,
Beverages,AquaPure,social,2025-09-01,True,creative_refresh,E0000
Beverages,AquaPure,social,2025-10-01,True,creative_refresh,E0000
Beverages,AquaPure,social,2025-11-01,True,creative_refresh,E0000
Beverages,AquaPure,social,2025-12-01,True,creative_refresh,E0000
Beverages,AquaPure,tv,2022-01-01,False,,
Beverages,AquaPure,tv,2022-02-01,False,,
Beverages,AquaPure,tv,2022-03-01,False,,
Beverages,AquaPure,tv,2022-04-01,False,,
Beverages,AquaPure,tv,2022-05-01,False,,
Beverages,AquaPure,tv,2022-06-01,False,,
Beverages,AquaPure,tv,2022-07-01,False,,
Beverages,AquaPure,tv,2022-08-01,False,,
Beverages,AquaPure,tv,2022-09-01,False,,
Beverages,AquaPure,tv,2022-10-01,False,,
Beverages,AquaPure,tv,2022-11-01,False,,
Beverages,AquaPure,tv,2022-12-01,False,,
Beverages,AquaPure,tv,2023-01-01,False,,
Beverages,AquaPure,tv,2023-02-01,False,,
Beverages,AquaPure,tv,2023-03-01,False,,
Beverages,AquaPure,tv,2023-04-01,False,,
Beverages,AquaPure,tv,2023-05-01,False,,
Beverages,AquaPure,tv,2023-06-01,False,,
Beverages,AquaPure,tv,2023-07-01,False,,
Beverages,AquaPure,tv,2023-08-01,False,,
Beverages,AquaPure,tv,2023-09-01,False,,
Beverages,AquaPure,tv,2023-10-01,False,,
Beverages,AquaPure,tv,2023-11-01,False,,
Beverages,AquaPure,tv,2023-12-01,False,,
Beverages,AquaPure,tv,2024-01-01,False,,
Beverages,AquaPure,tv,2024-02-01,False,,
Beverages,AquaPure,tv,2024-03-01,False,,
Beverages,AquaPure,tv,2024-04-01,False,,
Beverages,AquaPure,tv,2024-05-01,False,,
Beverages,AquaPure,tv,2024-06-01,True,measurement_artifact,E0002
Beverages,AquaPure,tv,2024-07-01,True,measurement_artifact,E0002
Beverages,AquaPure,tv,2024-08-01,True,measurement_artifact,E0002
Beverages,AquaPure,tv,2024-09-01,True,measurement_artifact,E0002
Beverages,AquaPure,tv,2024-10-01,False,,
Beverages,AquaPure,tv,2024-11-01,False,,
Beverages,AquaPure,tv,2024-12-01,False,,
Beverages,AquaPure,tv,2025-01-01,True,creative_refresh|measurement_artifact,E0001
Beverages,AquaPure,tv,2025-02-01,True,creative_refresh|measurement_artifact,E0001
Beverages,AquaPure,tv,2025-03-01,True,creative_refresh,E0001
Beverages,AquaPure,tv,2025-04-01,True,creative_refresh,E0001
Beverages,AquaPure,tv,2025-05-01,True,creative_refresh,E0001
Beverages,AquaPure,tv,2025-06-01,False,,
Beverages,AquaPure,tv,2025-07-01,False,,
Beverages,AquaPure,tv,2025-08-01,False,,
Beverages,AquaPure,tv,2025-09-01,False,,
Beverages,AquaPure,tv,2025-10-01,False,,
Beverages,AquaPure,tv,2025-11-01,False,,
Beverages,AquaPure,tv,2025-12-01,False,,
Beverages,BrewCo,digital_video,2022-01-01,False,,
Beverages,BrewCo,digital_video,2022-02-01,False,,
Beverages,BrewCo,digital_video,2022-03-01,False,,
Beverages,BrewCo,digital_video,2022-04-01,False,,
Beverages,BrewCo,digital_video,2022-05-01,False,,
Beverages,BrewCo,digital_video,2022-06-01,False,,
Beverages,BrewCo,digital_video,2022-07-01,False,,
Beverages,BrewCo,digital_video,2022-08-01,False,,
Beverages,BrewCo,digital_video,2022-09-01,False,,
Beverages,BrewCo,digital_video,2022-10-01,False,,
Beverages,BrewCo,digital_video,2022-11-01,False,,
Beverages,BrewCo,digital_video,2022-12-01,False,,
Beverages,BrewCo,digital_video,2023-01-01,False,,
Beverages,BrewCo,digital_video,2023-02-01,False,,
Beverages,BrewCo,digital_video,2023-03-01,False,,
Beverages,BrewCo,digital_video,2023-04-01,False,,
Beverages,BrewCo,digital_video,2023-05-01,False,,
Beverages,BrewCo,digital_video,2023-06-01,False,,
Beverages,BrewCo,digital_video,2023-07-01,False,,
Beverages,BrewCo,digital_video,2023-08-01,False,,
Beverages,BrewCo,digital_video,2023-09-01,False,,
Beverages,BrewCo,digital_video,2023-10-01,False,,
Beverages,BrewCo,digital_video,2023-11-01,False,,
Beverages,BrewCo,digital_video,2023-12-01,False,,
Beverages,BrewCo,digital_video,2024-01-01,False,,
Beverages,BrewCo,digital_video,2024-02-01,False,,
Beverages,BrewCo,digital_video,2024-03-01,False,,
Beverages,BrewCo,digital_video,2024-04-01,False,,
Beverages,BrewCo,digital_video,2024-05-01,False,,
Beverages,BrewCo,digital_video,2024-06-01,False,,
Beverages,BrewCo,digital_video,2024-07-01,False,,
Beverages,BrewCo,digital_video,2024-08-01,False,,
Beverages,BrewCo,digital_video,2024-09-01,False,,
Beverages,BrewCo,digital_video,2024-10-01,False,,
Beverages,BrewCo,digital_video,2024-11-01,False,,
Beverages,BrewCo,digital_video,2024-12-01,False,,
Beverages,BrewCo,digital_video,2025-01-01,False,,
Beverages,BrewCo,digital_video,2025-02-01,False,,
Beverages,BrewCo,digital_video,2025-03-01,True,genuine_efficiency_gain|spend_reduction_artifact,E0013
Beverages,BrewCo,digital_video,2025-04-01,True,genuine_efficiency_gain|spend_reduction_artifact,E0013
Beverages,BrewCo,digital_video,2025-05-01,False,,
Beverages,BrewCo,digital_video,2025-06-01,False,,
Beverages,BrewCo,digital_video,2025-07-01,False,,
Beverages,BrewCo,digital_video,2025-08-01,False,,
Beverages,BrewCo,digital_video,2025-09-01,False,,
Beverages,BrewCo,digital_video,2025-10-01,False,,
Beverages,BrewCo,digital_video,2025-11-01,False,,
Beverages,BrewCo,digital_video,2025-12-01,False,,
Beverages,BrewCo,paid_search,2022-01-01,False,,
Beverages,BrewCo,paid_search,2022-02-01,False,,
Beverages,BrewCo,paid_search,2022-03-01,False,,
Beverages,BrewCo,paid_search,2022-04-01,False,,
Beverages,BrewCo,paid_search,2022-05-01,False,,
Beverages,BrewCo,paid_search,2022-06-01,False,,
Beverages,BrewCo,paid_search,2022-07-01,False,,
Beverages,BrewCo,paid_search,2022-08-01,False,,
Beverages,BrewCo,paid_search,2022-09-01,False,,
Beverages,BrewCo,paid_search,2022-10-01,False,,
Beverages,BrewCo,paid_search,2022-11-01,False,,
Beverages,BrewCo,paid_search,2022-12-01,False,,
Beverages,BrewCo,paid_search,2023-01-01,False,,
Beverages,BrewCo,paid_search,2023-02-01,False,,
Beverages,BrewCo,paid_search,2023-03-01,False,,
Beverages,BrewCo,paid_search,2023-04-01,False,,
Beverages,BrewCo,paid_search,2023-05-01,False,,
Beverages,BrewCo,paid_search,2023-06-01,False,,
Beverages,BrewCo,paid_search,2023-07-01,False,,
Beverages,BrewCo,paid_search,2023-08-01,False,,
Beverages,BrewCo,paid_search,2023-09-01,False,,
Beverages,BrewCo,paid_search,2023-10-01,False,,
Beverages,BrewCo,paid_search,2023-11-01,False,,
Beverages,BrewCo,paid_search,2023-12-01,False,,
Beverages,BrewCo,paid_search,2024-01-01,False,,
Beverages,BrewCo,paid_search,2024-02-01,False,,
Beverages,BrewCo,paid_search,2024-03-01,False,,
Beverages,BrewCo,paid_search,2024-04-01,False,,
Beverages,BrewCo,paid_search,2024-05-01,False,,
Beverages,BrewCo,paid_search,2024-06-01,False,,
Beverages,BrewCo,paid_search,2024-07-01,False,,
Beverages,BrewCo,paid_search,2024-08-01,False,,
Beverages,BrewCo,paid_search,2024-09-01,False,,
Beverages,BrewCo,paid_search,2024-10-01,False,,
Beverages,BrewCo,paid_search,2024-11-01,False,,
Beverages,BrewCo,paid_search,2024-12-01,False,,
Beverages,BrewCo,paid_search,2025-01-01,False,,
Beverages,BrewCo,paid_search,2025-02-01,False,,
Beverages,BrewCo,paid_search,2025-03-01,False,,
Beverages,BrewCo,paid_search,2025-04-01,False,,
Beverages,BrewCo,paid_search,2025-05-01,False,,
Beverages,BrewCo,paid_search,2025-06-01,False,,
Beverages,BrewCo,paid_search,2025-07-01,False,,
Beverages,BrewCo,paid_search,2025-08-01,False,,
Beverages,BrewCo,paid_search,2025-09-01,False,,
Beverages,BrewCo,paid_search,2025-10-01,False,,
Beverages,BrewCo,paid_search,2025-11-01,False,,
Beverages,BrewCo,paid_search,2025-12-01,False,,
Beverages,BrewCo,social,2022-01-01,False,,
Beverages,BrewCo,social,2022-02-01,False,,
Beverages,BrewCo,social,2022-03-01,False,,
Beverages,BrewCo,social,2022-04-01,False,,
Beverages,BrewCo,social,2022-05-01,False,,
Beverages,BrewCo,social,2022-06-01,False,,
Beverages,BrewCo,social,2022-07-01,False,,
Beverages,BrewCo,social,2022-08-01,False,,
Beverages,BrewCo,social,2022-09-01,False,,
Beverages,BrewCo,social,2022-10-01,False,,
Beverages,BrewCo,social,2022-11-01,False,,
Beverages,BrewCo,social,2022-12-01,False,,
Beverages,BrewCo,social,2023-01-01,False,,
Beverages,BrewCo,social,2023-02-01,False,,
Beverages,BrewCo,social,2023-03-01,False,,
Beverages,BrewCo,social,2023-04-01,False,,
Beverages,BrewCo,social,2023-05-01,False,,
Beverages,BrewCo,social,2023-06-01,False,,
Beverages,BrewCo,social,2023-07-01,True,genuine_efficiency_gain|spend_reduction_artifact,E0012
Beverages,BrewCo,social,2023-08-01,True,genuine_efficiency_gain|spend_reduction_artifact,E0012
Beverages,BrewCo,social,2023-09-01,False,,
Beverages,BrewCo,social,2023-10-01,False,,
Beverages,BrewCo,social,2023-11-01,False,,
Beverages,BrewCo,social,2023-12-01,False,,
Beverages,BrewCo,social,2024-01-01,False,,
Beverages,BrewCo,social,2024-02-01,False,,
Beverages,BrewCo,social,2024-03-01,False,,
Beverages,BrewCo,social,2024-04-01,False,,
Beverages,BrewCo,social,2024-05-01,False,,
Beverages,BrewCo,social,2024-06-01,False,,
Beverages,BrewCo,social,2024-07-01,False,,
Beverages,BrewCo,social,2024-08-01,False,,
Beverages,BrewCo,social,2024-09-01,False,,
Beverages,BrewCo,social,2024-10-01,False,,
Beverages,BrewCo,social,2024-11-01,False,,
Beverages,BrewCo,social,2024-12-01,False,,
Beverages,BrewCo,social,2025-01-01,False,,
Beverages,BrewCo,social,2025-02-01,False,,
Beverages,BrewCo,social,2025-03-01,False,,
Beverages,BrewCo,social,2025-04-01,False,,
Beverages,BrewCo,social,2025-05-01,True,creative_refresh|measurement_artifact|spend_reduction_artifact,E0011
Beverages,BrewCo,social,2025-06-01,True,creative_refresh|measurement_artifact|spend_reduction_artifact,E0011
Beverages,BrewCo,social,2025-07-01,True,creative_refresh|measurement_artifact|spend_reduction_artifact,E0011
Beverages,BrewCo,social,2025-08-01,True,creative_refresh|measurement_artifact|spend_reduction_artifact,E0011
Beverages,BrewCo,social,2025-09-01,True,creative_refresh,E0011
Beverages,BrewCo,social,2025-10-01,True,creative_refresh,E0011
Beverages,BrewCo,social,2025-11-01,True,creative_refresh,E0011
Beverages,BrewCo,social,2025-12-01,False,,
Beverages,BrewCo,tv,2022-01-01,False,,
Beverages,BrewCo,tv,2022-02-01,False,,
Beverages,BrewCo,tv,2022-03-01,False,,
Beverages,BrewCo,tv,2022-04-01,False,,
Beverages,BrewCo,tv,2022-05-01,False,,
Beverages,BrewCo,tv,2022-06-01,False,,
Beverages,BrewCo,tv,2022-07-01,False,,
Beverages,BrewCo,tv,2022-08-01,False,,
Beverages,BrewCo,tv,2022-09-01,False,,
Beverages,BrewCo,tv,2022-10-01,False,,
Beverages,BrewCo,tv,2022-11-01,False,,
Beverages,BrewCo,tv,2022-12-01,False,,
Beverages,BrewCo,tv,2023-01-01,False,,
Beverages,BrewCo,tv,2023-02-01,False,,
Beverages,BrewCo,tv,2023-03-01,False,,
Beverages,BrewCo,tv,2023-04-01,False,,
Beverages,BrewCo,tv,2023-05-01,False,,
Beverages,BrewCo,tv,2023-06-01,False,,
Beverages,BrewCo,tv,2023-07-01,False,,
Beverages,BrewCo,tv,2023-08-01,False,,
Beverages,BrewCo,tv,2023-09-01,False,,
Beverages,BrewCo,tv,2023-10-01,False,,
Beverages,BrewCo,tv,2023-11-01,True,survivorship_bias,E0014
Beverages,BrewCo,tv,2023-12-01,True,survivorship_bias,E0014
Beverages,BrewCo,tv,2024-01-01,True,survivorship_bias,E0014
Beverages,BrewCo,tv,2024-02-01,True,survivorship_bias,E0014
Beverages,BrewCo,tv,2024-03-01,False,,
Beverages,BrewCo,tv,2024-04-01,False,,
Beverages,BrewCo,tv,2024-05-01,False,,
Beverages,BrewCo,tv,2024-06-01,False,,
Beverages,BrewCo,tv,2024-07-01,False,,
Beverages,BrewCo,tv,2024-08-01,False,,
Beverages,BrewCo,tv,2024-09-01,False,,
Beverages,BrewCo,tv,2024-10-01,False,,
Beverages,BrewCo,tv,2024-11-01,False,,
Beverages,BrewCo,tv,2024-12-01,True,spend_reduction_artifact,E0015
Beverages,BrewCo,tv,2025-01-01,True,spend_reduction_artifact,E0015
Beverages,BrewCo,tv,2025-02-01,True,spend_reduction_artifact,E0015
Beverages,BrewCo,tv,2025-03-01,True,spend_reduction_artifact,E0015
Beverages,BrewCo,tv,2025-04-01,False,,
Beverages,BrewCo,tv,2025-05-01,False,,
Beverages,BrewCo,tv,2025-06-01,False,,
Beverages,BrewCo,tv,2025-07-01,False,,
Beverages,BrewCo,tv,2025-08-01,False,,
Beverages,BrewCo,tv,2025-09-01,False,,
Beverages,BrewCo,tv,2025-10-01,False,,
Beverages,BrewCo,tv,2025-11-01,False,,
Beverages,BrewCo,tv,2025-12-01,False,,
Beverages,CitrusBoost,digital_video,2022-01-01,False,,
Beverages,CitrusBoost,digital_video,2022-02-01,False,,
Beverages,CitrusBoost,digital_video,2022-03-01,False,,
Beverages,CitrusBoost,digital_video,2022-04-01,False,,
Beverages,CitrusBoost,digital_video,2022-05-01,False,,
Beverages,CitrusBoost,digital_video,2022-06-01,False,,
Beverages,CitrusBoost,digital_video,2022-07-01,False,,
Beverages,CitrusBoost,digital_video,2022-08-01,False,,
Beverages,CitrusBoost,digital_video,2022-09-01,False,,
Beverages,CitrusBoost,digital_video,2022-10-01,False,,
Beverages,CitrusBoost,digital_video,2022-11-01,False,,
Beverages,CitrusBoost,digital_video,2022-12-01,False,,
Beverages,CitrusBoost,digital_video,2023-01-01,False,,
Beverages,CitrusBoost,digital_video,2023-02-01,False,,
Beverages,CitrusBoost,digital_video,2023-03-01,False,,
Beverages,CitrusBoost,digital_video,2023-04-01,False,,
Beverages,CitrusBoost,digital_video,2023-05-01,False,,
Beverages,CitrusBoost,digital_video,2023-06-01,False,,
Beverages,CitrusBoost,digital_video,2023-07-01,False,,
Beverages,CitrusBoost,digital_video,2023-08-01,False,,
Beverages,CitrusBoost,digital_video,2023-09-01,False,,
Beverages,CitrusBoost,digital_video,2023-10-01,False,,
Beverages,CitrusBoost,digital_video,2023-11-01,False,,
Beverages,CitrusBoost,digital_video,2023-12-01,True,measurement_artifact|survivorship_bias,E0010
Beverages,CitrusBoost,digital_video,2024-01-01,True,measurement_artifact|survivorship_bias,E0010
Beverages,CitrusBoost,digital_video,2024-02-01,False,,
Beverages,CitrusBoost,digital_video,2024-03-01,False,,
Beverages,CitrusBoost,digital_video,2024-04-01,False,,
Beverages,CitrusBoost,digital_video,2024-05-01,False,,
Beverages,CitrusBoost,digital_video,2024-06-01,False,,
Beverages,CitrusBoost,digital_video,2024-07-01,False,,
Beverages,CitrusBoost,digital_video,2024-08-01,False,,
Beverages,CitrusBoost,digital_video,2024-09-01,False,,
Beverages,CitrusBoost,digital_video,2024-10-01,False,,
Beverages,CitrusBoost,digital_video,2024-11-01,False,,
Beverages,CitrusBoost,digital_video,2024-12-01,False,,
Beverages,CitrusBoost,digital_video,2025-01-01,False,,
Beverages,CitrusBoost,digital_video,2025-02-01,False,,
Beverages,CitrusBoost,digital_video,2025-03-01,False,,
Beverages,CitrusBoost,digital_video,2025-04-01,False,,
Beverages,CitrusBoost,digital_video,2025-05-01,False,,
Beverages,CitrusBoost,digital_video,2025-06-01,False,,
Beverages,CitrusBoost,digital_video,2025-07-01,False,,
Beverages,CitrusBoost,digital_video,2025-08-01,False,,
Beverages,CitrusBoost,digital_video,2025-09-01,False,,
Beverages,CitrusBoost,digital_video,2025-10-01,False,,
Beverages,CitrusBoost,digital_video,2025-11-01,False,,
Beverages,CitrusBoost,digital_video,2025-12-01,False,,
Beverages,CitrusBoost,paid_search,2022-01-01,False,,
Beverages,CitrusBoost,paid_search,2022-02-01,False,,
Beverages,CitrusBoost,paid_search,2022-03-01,False,,
Beverages,CitrusBoost,paid_search,2022-04-01,False,,
Beverages,CitrusBoost,paid_search,2022-05-01,False,,
Beverages,CitrusBoost,paid_search,2022-06-01,True,genuine_efficiency_gain|measurement_artifact|spend_reduction_artifact,E0007
Beverages,CitrusBoost,paid_search,2022-07-01,True,genuine_efficiency_gain|measurement_artifact|spend_reduction_artifact,E0007
Beverages,CitrusBoost,paid_search,2022-08-01,False,,
Beverages,CitrusBoost,paid_search,2022-09-01,False,,
Beverages,CitrusBoost,paid_search,2022-10-01,False,,
Beverages,CitrusBoost,paid_search,2022-11-01,False,,
Beverages,CitrusBoost,paid_search,2022-12-01,False,,
Beverages,CitrusBoost,paid_search,2023-01-01,False,,
Beverages,CitrusBoost,paid_search,2023-02-01,False,,
Beverages,CitrusBoost,paid_search,2023-03-01,False,,
Beverages,CitrusBoost,paid_search,2023-04-01,False,,
Beverages,CitrusBoost,paid_search,2023-05-01,False,,
Beverages,CitrusBoost,paid_search,2023-06-01,False,,
Beverages,CitrusBoost,paid_search,2023-07-01,False,,
Beverages,CitrusBoost,paid_search,2023-08-01,False,,
Beverages,CitrusBoost,paid_search,2023-09-01,False,,
Beverages,CitrusBoost,paid_search,2023-10-01,False,,
