bu,brand,channel,month,roas,rroi,iroas,mas,spend,ctr,cpc,picr,impression_share,impressions,clicks,conversions,reported_revenue,iroas_test_flag,analyst_tag
Beverages,AquaPure,audio,2024-06-01,6.267842569311946,6.1255584566192125,4.6949664551825405,43163.81253767573,7046.510590562299,0.003846408390216295,0.6695658105817464,0.0012153009711861733,0.5399667350261649,2784652.0,10524.0,3388.0,44166.41904463383,True,
Beverages,AquaPure,audio,2024-07-01,5.826578694993176,5.808629503742585,3.7427864303873633,42106.37557172913,7248.9346315855355,0.0035118975792727118,0.6805233413054389,0.0010763944949883039,0.5503915045148134,3034010.0,10652.0,3305.0,42236.48808579449,True,
Beverages,AquaPure,audio,2024-08-01,6.4233962116188374,6.564721908966693,3.3892246930851226,41596.767395369316,6336.409671604319,0.0032375657848561037,0.6810414522360617,0.00110477408828812,0.543643153638176,2876577.0,9304.0,3265.0,40701.26987984814,True,
Beverages,AquaPure,audio,2024-09-01,6.241537873941401,6.009182857498171,5.097408351442556,32258.19756357584,5368.150433852172,0.003239330096476657,0.6567348218561502,0.001022562227033028,0.522907557477289,2453509.0,8174.0,2532.0,33505.514245903294,True,
Beverages,AquaPure,audio,2024-10-01,7.051948094529253,6.829413608727157,5.197333785094431,33595.919026520336,4919.29775399587,0.0034356449864905653,0.6324630694260568,0.0011523849875939914,0.5341120802112741,2234164.0,7778.0,2637.0,34690.63242271321,True,
Beverages,AquaPure,audio,2024-11-01,7.609562507547199,7.575582969208026,8.97493601252331,50960.81763598079,6726.982971887164,0.0034507198024249517,0.6262901938261953,0.001276624581287623,0.5298856486169653,3107424.0,10741.0,4000.0,51189.397411781,True,
Beverages,AquaPure,audio,2024-12-01,7.034609746703101,6.8710987951711475,4.710874672343172,56018.678786351884,8152.797748406782,0.0033424886132627854,0.6694693503372297,0.0011895672170463072,0.5249966786517851,3682016.0,12178.0,4397.0,57351.750503841446,True,
Beverages,AquaPure,audio,2025-01-01,8.001011918574035,7.8984918599120055,6.143653303542303,36207.66093036435,4584.123345639268,0.003913709425782978,0.6053246197859855,0.0014527141997556117,0.5506629246126669,2005636.0,7573.0,2842.0,36677.62552467327,True,genuine_efficiency_gain
Beverages,AquaPure,audio,2025-02-01,6.797928903593178,6.779815896784653,,32194.49654153086,4748.579759636127,0.0038247789067314057,0.6595249666161288,0.0013741366056243525,0.49043780777887874,1877723.0,7200.0,2527.0,32280.507599047975,False,genuine_efficiency_gain
Beverages,AquaPure,audio,2025-03-01,6.53504021134824,6.441285646323008,5.288783280718003,36742.74951554215,5704.25712086168,0.0039404359451467785,0.7083393916381076,0.0014089813171201087,0.47154227994482,2045877.0,8053.0,2884.0,37277.54966070061,True,
Beverages,AquaPure,audio,2025-04-01,5.530213384257842,5.643025644119595,3.4464105097581768,40488.36961178674,7174.939857659214,0.004592965294608144,0.71699209130201,0.0014654271645272421,0.4637802863451519,2144843.0,10007.0,3178.0,39678.948432072044,True,
Beverages,AquaPure,audio,2025-05-01,6.44604261766278,6.47814335760947,4.778692523956034,40934.27676610157,6318.82848316696,0.00448563990446673,0.6304328527553587,0.0014297767758129675,0.4748819126356428,2248691.0,10023.0,3213.0,40731.43769619568,True,
Beverages,AquaPure,audio,2025-06-01,7.194728994743077,6.915410785602593,5.678552968614297,42603.24354367994,6160.623694600608,0.0038705916794515953,0.6092388938489526,0.0013214953977212602,0.4842275913233783,2589807.0,10112.0,3344.0,44324.017921244216,True,
Beverages,AquaPure,audio,2025-07-01,6.740450703116,6.5006929349330305,4.32541716344437,40271.78613683382,6194.998985481029,0.0036501760955371097,0.6733694549435901,0.001241556903857256,0.4657486390335176,2497013.0,9200.0,3161.0,41757.08526748851,True,
Beverages,AquaPure,audio,2025-08-01,7.990593467892714,7.86943309685394,6.217419051781123,39188.86876206923,4979.884609189478,0.003572173116099885,0.579797951937301,0.0012970551805669833,0.463971964064562,2390752.0,8589.0,3076.0,39792.23342904891,True,
Beverages,AquaPure,audio,2025-09-01,7.612813511959228,7.6246575517451065,5.373427910020122,34041.82618083517,4464.702309554058,0.0034078703527379312,0.602280090321605,0.0012677125229877701,0.4652537636652945,2171158.0,7413.0,2672.0,33988.9460690487,True,
Beverages,AquaPure,audio,2025-10-01,8.982856386594614,9.076935580453895,,40603.031451467694,4473.209167519213,0.002883755395252436,0.6407691115197268,0.0012992922324871618,0.5311259513731368,2459668.0,6981.0,3187.0,40182.19553902354,False,
Beverages,AquaPure,audio,2025-11-01,7.826751021250685,7.9260394516731125,6.903787453744466,53177.61320314595,6709.2289317233535,0.0028173301143675643,0.6871393826017363,0.0012296688258971432,0.5610913040051208,3461265.0,9764.0,4174.0,52511.4643931704,True,
Beverages,AquaPure,audio,2025-12-01,8.477989778657895,8.622465270347263,,63713.76224938498,7389.2744420203335,0.002681005393398398,0.6804120112357581,0.0012132514840276967,0.5371836794781465,4026723.0,10860.0,5001.0,62646.193191146405,False,
Beverages,AquaPure,display,2022-01-01,4.657059774143746,4.766774292105846,3.335552293700128,26741.689054480918,5610.017889617149,0.004156598245483847,0.5108375423071525,0.0007827984164927254,0.7083141505747715,2653305.0,10982.0,2099.0,26126.188645962815,True,creative_refresh
Beverages,AquaPure,display,2022-02-01,4.971935350682381,5.1434294631382755,4.41765259554436,25595.070657671353,4976.265513332122,0.003978413907461826,0.4952000709853839,0.0007433890916558961,0.7034633764004862,2579821.0,10049.0,2009.0,24741.670420117585,True,
Beverages,AquaPure,display,2022-03-01,4.162306802378717,4.393786428201919,2.772858628158993,29009.445439282063,6602.379499622989,0.003653755898878961,0.5452006192917415,0.0006660322271456697,0.7052140362061422,3317072.0,12110.0,2277.0,27481.12910316656,True,
Beverages,AquaPure,display,2022-04-01,4.188193459577664,4.2970658680829565,,28270.513583560343,6579.027283138348,0.004037125589139309,0.5194242288913902,0.0007116877294241129,0.6949870014591772,3145971.0,12666.0,2219.0,27554.23903762304,False,
Beverages,AquaPure,display,2022-05-01,5.1539927119287725,5.174880603028096,4.973819442892591,30652.931808042445,5923.4085111269615,0.003955875306324774,0.45850363891376744,0.0007253617651506954,0.6916350920248155,3212458.0,12919.0,2406.0,30529.204296125223,True,
Beverages,AquaPure,display,2022-06-01,4.346376841972686,4.334855919818866,2.1177526225270196,33277.41391629545,7676.705877155421,,0.48348065733438855,0.0006850311361973364,0.7004904562233658,3797942.0,15878.0,2612.0,33365.85664710394,True,
Beverages,AquaPure,display,2022-07-01,4.458718960789311,4.355359683501355,3.177348916128592,37290.57830512894,8561.997404345339,0.004516588308031375,0.4847419693339375,0.0007605633551409337,0.7194379544106768,3890383.0,17663.0,2927.0,38175.54016898343,True,
Beverages,AquaPure,display,2022-08-01,4.39781590883597,4.322480721528848,,40437.40879415075,9355.139189573567,0.004404399863462844,0.5048645002468196,0.0007638135882019604,0.7113197897593615,4136577.0,18530.0,3174.0,41142.17995728147,False,
Beverages,AquaPure,display,2022-09-01,4.192351790167804,4.109078335519273,2.5441606745276033,30308.946288999574,7376.093569939052,0.0045820563967049885,0.4861648806972747,0.0007341554625246824,0.7031641938534621,3312811.0,15172.0,2379.0,30923.17908237921,True,
Beverages,AquaPure,display,2022-10-01,4.317115447951945,4.232052814288627,3.8167730139764964,29136.847483372017,6884.802426141196,0.004545197609362776,0.5011867530131175,0.0007413377031246428,0.7115974303729695,3044147.0,13737.0,2287.0,29722.486909991185,True,
Beverages,AquaPure,display,2022-11-01,3.924412787373689,3.881799102511003,,37558.12259771784,9675.442135432197,0.004800133356466006,0.5687087600912359,0.0008285536437859059,0.6619976816010387,3515055.0,17013.0,2948.0,37970.428839784305,False,
Beverages,AquaPure,display,2022-12-01,3.6905571900870973,3.7089763677696506,4.171168332108119,80110.4053237618,21599.060597933996,0.007789467974808702,,0.0013668680410073306,0.6953637445599254,4584348.0,35925.0,6288.0,79712.56838883222,True,
Beverages,AquaPure,display,2023-01-01,4.413218474417582,4.214100783278278,3.7225543711881066,41418.404533643385,9828.527285819382,0.006864001872109984,0.5512972451099047,0.0012495718441346711,0.7039850045999625,2589257.0,17828.0,3251.0,43375.4381940954,True,
Beverages,AquaPure,display,2023-02-01,5.888008235450427,5.770242603215217,6.593909706565131,19798.277651578537,3431.0996977053974,0.007366621417375445,0.4039914868368536,0.0013915019192001152,0.310569448422094,1155348.0,8493.0,1554.0,20202.343276740852,True,creative_refresh
Beverages,AquaPure,display,2023-03-01,5.225723109844399,5.2357483266645355,4.605366022510873,26130.15924284915,4990.721022585041,0.008743784505789528,0.4051896584058652,0.0014127554181503205,0.3162726967462399,1396800.0,12317.0,2051.0,26080.12618250892,True,genuine_efficiency_gain
Beverages,AquaPure,display,2023-04-01,4.9579547155109065,4.9154363316609135,,27365.959070521683,5567.350937749771,0.008257037390168746,0.442872558885512,0.0013484160659293885,0.3319931660385043,1511391.0,12571.0,2148.0,27602.673834720546,False,creative_refresh
Beverages,AquaPure,display,2023-05-01,5.777088468373496,5.712173811467465,,17530.521266777392,3068.975462823632,0.006523965027835147,0.39697005081149034,0.0012038205348480766,0.27026114579975413,1178026.0,7731.0,1376.0,17729.742755999618,False,creative_refresh
Beverages,AquaPure,display,2023-06-01,4.7248035390366745,4.84416225490071,4.355775846915826,21989.59280992571,4539.40055118497,0.006005699483289367,0.446967364236409,0.00101830781672598,0.31747406517869453,1714809.0,10156.0,1726.0,21447.775789343777,True,creative_refresh
Beverages,AquaPure,display,2023-07-01,4.678363018724951,4.633973988194699,4.088228931273619,43660.68050962654,9421.865686094592,0.004436869172546187,0.5266259955337651,0.0008392568085883606,0.6908330606078819,4064296.0,17891.0,3427.0,44078.907993218534,True,
Beverages,AquaPure,display,2023-08-01,3.9241771792133844,3.9082357717007032,2.6618774837305614,42628.72395249793,10907.408468334976,0.0049422807530748614,0.5330828634150323,0.0007981863748115555,0.7057113621990287,4092125.0,20461.0,3346.0,42802.60339579893,True,
Beverages,AquaPure,display,2023-09-01,3.828886357295581,3.9177236152872013,3.947881223621806,37035.77421694904,9453.391268448122,0.005159288542961512,0.5276213243538607,0.0008369981551196181,0.6980829585124432,3425883.0,17917.0,2907.0,36195.96085793818,True,
Beverages,AquaPure,display,2023-10-01,3.8673011058423787,3.820074652057244,2.4621478203276372,37494.421575672866,9815.101795322456,0.005089558488079645,0.5665936497905938,0.00086436012907625,0.7239440505517651,3382132.0,17323.0,2943.0,37957.95402700605,True,
Beverages,AquaPure,display,2023-11-01,3.4480163030309114,3.3728030448337503,,37596.343210944826,11146.913327338389,0.005006150743620545,0.5302498966481966,0.0007060196828375001,0.7480938142281385,4176260.0,21022.0,2951.0,38434.73888113531,False,
Beverages,AquaPure,display,2023-12-01,3.8851759644753012,3.9416763858930937,2.9827524948811406,50298.327006713036,12760.643462950495,0.004846784760262247,0.547338228658767,0.0008116387450147273,0.7515162993356611,4866176.0,23314.0,3948.0,49577.34527349414,True,
Beverages,AquaPure,display,2024-01-01,3.235620442979679,3.13772624038639,1.709223474616584,20881.195026343128,6654.881091146992,0.004998005145323021,0.5277463196785878,0.0006651265476301032,0.7333635264592275,2517143.0,12610.0,1639.0,21532.66930411412,True,
Beverages,AquaPure,display,2024-02-01,3.669312135387255,3.5442063028123942,2.4089777025246004,19416.07151930868,5478.256585656896,0.004795054530334341,0.5221365407602837,0.0006933476757247312,0.6710356811273499,2222137.0,10492.0,1524.0,20101.433370516,True,
Beverages,AquaPure,display,2024-03-01,3.9560811734805066,3.8682271742122696,4.332210179212792,32869.72737520761,8497.362201045298,0.004837212927277437,0.5502760135374497,0.0007950268658487236,0.709232817099397,3217889.0,15442.0,2580.0,33616.25462780018,True,
Beverages,AquaPure,display,2024-04-01,3.55132252086082,3.378940941236836,1.9346079683659019,34971.861102691815,10349.947427577892,0.005047309598238501,0.5927465453054174,0.0007929513591034729,0.746440763972289,3482506.0,17461.0,2745.0,36756.00138928288,True,
Beverages,AquaPure,display,2024-05-01,3.5266677655707306,3.401517864784932,2.5844828258102654,33213.71289425048,9764.379966397879,0.004772260139903537,0.5741051250233936,0.000733271454817977,0.7548350425752082,3598589.0,17008.0,2607.0,34435.724078280015,True,
Beverages,AquaPure,display,2024-06-01,3.706230402822602,3.6219306860256952,2.0016999521117107,36105.73929509239,9968.644467548003,0.004577864273386379,0.5457187533556689,0.0007133891408697955,0.718590486112901,3914048.0,18267.0,2834.0,36946.09320055574,True,
Beverages,AquaPure,display,2024-07-01,4.190041669808182,4.189727099079184,2.3650043441842907,41316.482898371425,9861.378061461792,0.004285519502625578,0.5794675086062869,0.0008081329048744755,0.7375322335396014,3953957.0,17018.0,3243.0,41319.58499925714,True,
Beverages,AquaPure,display,2024-08-01,3.683936521422433,3.635533592457322,,37316.058713946935,10264.259087405198,0.0041327862720714915,0.6091909957507982,0.0007200224575035608,0.7549532886156219,4151480.0,16849.0,2929.0,37812.8789174341,False,
Beverages,AquaPure,display,2024-09-01,5.011022277208262,4.915081817253859,4.050421626509477,38144.172000531624,7760.638259699089,0.0038141953472200286,0.5521228130121719,0.0008176275416215625,0.7853814997585896,3708928.0,14056.0,2994.0,38888.73120470689,True,
Beverages,AquaPure,display,2024-10-01,4.375669994277458,4.319420675283917,2.477234599982383,35494.20948346062,8217.35416662735,0.004341551118956882,0.5593080701488804,0.0008209531878681281,0.7385423295611053,3404006.0,14692.0,2786.0,35956.430059262144,True,
Beverages,AquaPure,display,2024-11-01,3.063298128136929,3.092820820286294,2.7006584163782104,40118.90368392588,12971.622352248707,0.004994126810869178,0.6112922880418806,0.0007653732831773791,0.7258708860353054,4190176.0,21220.0,3149.0,39735.946470542614,True,
Beverages,AquaPure,display,2024-12-01,3.2275863222921726,3.2380857074241267,2.007359172705943,47584.66346759706,14695.306970565121,0.005308177523683421,0.5556721988416063,0.0007601801453114663,0.7442747796530017,4987731.0,26446.0,3735.0,47430.37178008081,True,
Beverages,AquaPure,display,2025-01-01,3.3151675831742597,3.3274755088448624,2.3019028005318187,22804.9658921014,6853.533807080725,0.004636281020788599,0.5954934231541164,0.0007347644210721793,0.7373632739551262,2483929.0,11509.0,1790.0,22720.61310742289,True,
Beverages,AquaPure,display,2025-02-01,3.895110942959867,4.02722341567471,3.0832594757407032,24066.246128591927,5975.890494409021,0.004874478788725212,0.520910956625612,0.0008138689165412992,0.7007309724497885,2302342.0,11472.0,1889.0,23276.756458702428,True,
Beverages,AquaPure,display,2025-03-01,3.671340783216809,3.884513446176121,1.8869756289529906,32589.442878209713,8389.581688870316,0.00522948113577028,0.5502447490568844,0.0008584938041824623,0.7188326572203843,2952072.0,15247.0,2558.0,30801.013408478546,True,
Beverages,AquaPure,display,2025-04-01,3.2494253561075475,3.325193343585195,,31073.358553539285,9344.827606335894,0.004920815074431937,0.6007603732777816,0.0007630302293389356,0.7350868934275715,3145943.0,15555.0,2439.0,30365.319772481653,False,survivorship_bias
Beverages,AquaPure,display,2025-05-01,3.098215201814464,3.3462703543894707,,30831.294669768376,9213.629325952525,0.004880452105510668,0.5987541802672554,0.0007677717296897989,0.7322270471908857,3169369.0,15388.0,2420.0,28545.806441549666,False,
Beverages,AquaPure,display,2025-06-01,3.69669109108445,3.8648135488096473,3.296497294031361,34971.861102691815,9048.783508188399,0.004248646180962279,0.5721646227118811,0.0007475196568173702,0.7339692138634706,3729681.0,15815.0,2745.0,33450.55737987195,True,
Beverages,AquaPure,display,2025-07-01,4.150183120208749,4.319394834657183,2.4347572838209732,41787.870461504244,9674.473406833347,0.004490995024153639,0.5710012044403794,0.0008438535172911507,0.7220159922473963,3825283.0,16943.0,3280.0,40150.83622994819,True,
Beverages,AquaPure,display,2025-08-01,4.215716672219174,4.1974085103497645,2.4308967017460237,35850.93520691249,8541.207061098057,0.004266607478782525,0.5503709685609934,0.000772251709964075,0.7617688248145765,3650867.0,15519.0,2814.0,36007.30900834721,True,
Beverages,AquaPure,display,2025-09-01,4.426808032799592,4.464375510848726,3.36818732574651,33544.95820888435,7513.919500581413,0.004483405816508519,0.550147862101436,0.0008757048895215931,0.7225215411525868,3018837.0,13658.0,2633.0,33262.679202983294,True,
Beverages,AquaPure,display,2025-10-01,4.8455666394137875,4.799656848306418,4.278446104838951,33175.49228102349,6912.055034253049,0.004118806242683128,0.5460190405445177,0.0008598106466060068,0.7055843821055026,3065804.0,12659.0,2604.0,33492.823283768696,True,
Beverages,AquaPure,display,2025-11-01,4.01132180798217,4.022711943081567,,41978.97352763917,10435.490813563327,0.00448587087163361,0.5600843072973017,0.0007921771645422594,0.7109443791617264,4170443.0,18632.0,3295.0,41860.111877444164,False,
Beverages,AquaPure,display,2025-12-01,3.42769072987163,3.425112351653519,1.837337533736535,50311.067211122034,14688.880844108278,0.0048627409279723205,0.6025713108302202,0.0007728221109623998,0.7381752569751642,5118983.0,24377.0,3949.0,50348.94070153891,True,
Beverages,AquaPure,ooh,2022-11-01,1.6808551641527245,1.6009195561141016,0.7957122276295233,29353.430958324934,18335.35660565873,0.0016010750853193007,3.107687560281141,0.0006270033312767569,0.6200644707215479,3646559.0,5900.0,2304.0,30819.078837203244,True,
Beverages,AquaPure,ooh,2022-12-01,1.375989165174686,1.3659165294925828,,33239.19330306847,24334.717814284246,0.0018017488453578548,3.309945295740512,0.0006304630893602628,0.59800643393974,4080932.0,7352.0,2609.0,33484.30805003854,False,
Beverages,AquaPure,ooh,2023-11-01,1.4691210518461677,1.5042111294733125,0.926088592586284,35315.84662173469,23477.985190882246,0.0015797532549194305,3.5707962267501516,0.000652478223066537,0.721207116670424,4236532.0,6575.0,2772.0,34492.002298857675,True,
Beverages,AquaPure,ooh,2023-12-01,1.4312794878373418,1.4383324197771745,0.6443365638052723,44170.28868598635,30709.374327270732,0.0017130944889223179,3.8386717909088417,0.0007194181317116683,0.7248007248891735,4703984.0,8000.0,3467.0,43953.69755894127,True,
Beverages,AquaPure,ooh,2024-11-01,1.460059643164996,1.4835344469603584,0.9870677538827084,30308.946288999574,20430.227522589816,0.0017736102296091352,3.079624287396716,0.0006348437992705248,0.6663303137456453,3746269.0,6634.0,2379.0,29829.350706412166,True,
Beverages,AquaPure,ooh,2024-12-01,1.3600128635869928,1.3541759717213921,0.9636143186389355,34169.22822492512,25232.487459875778,0.0018630707545554861,3.234934289727664,0.0006433615401878298,0.6463067045464268,4074853.0,7800.0,2682.0,34316.50752572854,True,
Beverages,AquaPure,ooh,2025-11-01,1.5597554612729176,1.6075670754315097,1.357501562255727,37914.84832116971,23585.235664889722,0.0015884002634167233,3.5060555470328114,0.0007165941763212906,0.6924293879580546,4179659.0,6727.0,2976.0,36787.20013372054,True,
Beverages,AquaPure,ooh,2025-12-01,1.9175958318819433,1.8530999777745412,1.0239520607899593,48374.556140954766,26104.666084476255,0.0016129133799776413,3.215256322758499,0.0007656154135777208,0.7044033726563294,5055045.0,8119.0,3797.0,50058.198876261595,True,
Beverages,AquaPure,paid_search,2022-01-01,1.5407458134202294,1.501826226437138,,150996.90265541108,100542.1932293918,0.03966947545979542,1.1981718354652058,0.005562760433377414,0.5728882719810338,2107874.0,83913.0,11852.0,154909.96329027315,False,
Beverages,AquaPure,paid_search,2022-02-01,1.3765611189974893,1.3638028529402186,,144614.0602465045,106037.36451696919,0.03727051931956459,1.3114833650819289,0.005261597532396684,0.5736905103592197,2182859.0,80853.0,11351.0,145966.91315502377,False,
Beverages,AquaPure,paid_search,2022-03-01,1.4305023913508446,1.4238351073271132,1.1845967087440552,166361.5891726593,116840.48828165271,0.03626341099206816,1.272453397097162,0.005189382375840958,0.5564885620984703,2529574.0,91823.0,13058.0,167140.59789350454,True,
Beverages,AquaPure,paid_search,2022-04-01,1.5027088901012808,1.5348804485387966,0.9589172572966439,170107.20926890388,110827.66050661837,0.03621140444639283,1.2295877305635872,0.0053397348195255295,0.5271573145955847,2496998.0,90134.0,13352.0,166541.71071242203,True,
Beverages,AquaPure,paid_search,2022-05-01,1.3074138587948443,1.335798422734599,0.7640583771084613,197078.2220027467,147535.89961522428,0.0433461843699544,1.2843839470633875,0.005890786302511034,0.5404371340097177,2658269.0,114869.0,15469.0,192890.47982670914,True,
Beverages,AquaPure,paid_search,2022-06-01,1.5300249896360485,1.5061872988806544,,203359.14277638134,135015.83961537236,0.04057364829690321,1.124850784098745,0.00543580054400088,0.5362513964369587,2941937.0,120030.0,15962.0,206577.60860821247,False,
