bu,brand,channel,month,roas,rroi,iroas,mas,spend,ctr,cpc,picr,impression_share
Beverages,AquaPure,audio,2023-06-01,7.028715190746916,7.328628019633786,7.494864210811553,43010.93008476779,5868.892508876042,0.0032870377402440644,0.6269514484431195,0.001163354807283367,0.5219768349299547
Beverages,AquaPure,audio,2023-07-01,5.844119498233023,6.158854152990749,4.587758753939636,42463.10129518099,6894.643100869801,0.003454842008957326,0.6850117338171685,0.0011162599198451617,0.51990409603745
Beverages,AquaPure,audio,2023-08-01,5.30796808462829,5.379152300430852,4.6289068495448005,46820.25120305735,8704.020371259465,0.003617227699740001,0.759645694821039,0.0011450584381361853,0.5521713127022162
Beverages,AquaPure,audio,2023-09-01,6.500417130244354,6.516343307879455,4.112771271064692,32742.325331117656,5024.647073386415,0.0035604392150447558,0.6743587536419829,0.001203230332514109,0.49399102341999757
Beverages,AquaPure,audio,2023-10-01,5.950313637514554,5.904239810429969,3.101441507608433,32105.315110667896,5437.671256840407,0.0038837023273844487,0.7051836670782528,0.0012444983887607822,0.46240800574225854
Beverages,AquaPure,audio,2023-11-01,6.957031561175582,6.641778885463175,5.352175735781804,44119.32786835037,6642.697480476819,0.003980939354708395,0.6337242396944113,0.0013390431883850353,0.4704636359487065
Beverages,AquaPure,audio,2023-12-01,6.713704586865031,6.4459749416015955,3.898796842799903,53980.24608091265,8374.256271542452,0.0037719468528725395,0.7470344577647148,0.0013805588420349353,0.4866308599166085
Beverages,AquaPure,audio,2024-01-01,5.779867639594382,5.546919739397431,5.119731909361348,28181.332152697378,5080.53721284937,0.0038528780007509853,0.7331222529364171,0.001242300757538823,0.5103810611329748
Beverages,AquaPure,audio,2024-02-01,5.710400319186809,5.243243165614919,4.553597851465226,32525.74185616474,6203.363229359242,0.004160348234934679,0.7578015183678527,0.0013471673806988301,0.521565088299092
Beverages,AquaPure,audio,2024-03-01,5.248072989178639,4.983741718496335,3.688248873785472,36449.72481413526,7313.726688294886,0.00436595094608295,0.7394324828930225,0.001254708284917788,0.5120307163253718
Beverages,AquaPure,audio,2024-04-01,6.442153193840904,6.338923729576022,4.570770343920829,41736.90964386827,6584.22650664387,0.003813056840449913,0.710349175385033,0.0013089063425869153,0.5333382774693582
Beverages,AquaPure,audio,2024-05-01,6.957317980807505,6.818639315644324,5.862098742335186,39265.3099885232,5758.525736716262,0.003518586682503092,0.6663417885577716,0.0012732814512248956,0.5474067691176968
Beverages,AquaPure,audio,2024-06-01,6.267842569311946,6.1255584566192125,4.6949664551825405,43163.81253767573,7046.510590562299,0.003846408390216295,0.6695658105817464,0.0012153009711861733,0.5399667350261649
Beverages,AquaPure,audio,2024-07-01,5.826578694993176,5.808629503742585,3.7427864303873633,42106.37557172913,7248.9346315855355,0.0035118975792727118,0.6805233413054389,0.0010763944949883039,0.5503915045148134
Beverages,AquaPure,audio,2024-08-01,6.4233962116188374,6.564721908966693,3.3892246930851226,41596.767395369316,6336.409671604319,0.0032375657848561037,0.6810414522360617,0.00110477408828812,0.543643153638176
Beverages,AquaPure,audio,2024-09-01,6.241537873941401,6.009182857498171,5.097408351442556,32258.19756357584,5368.150433852172,0.003239330096476657,0.6567348218561502,0.001022562227033028,0.522907557477289
Beverages,AquaPure,audio,2024-10-01,7.051948094529253,6.829413608727157,5.197333785094431,33595.919026520336,4919.29775399587,0.0034356449864905653,0.6324630694260568,0.0011523849875939914,0.5341120802112741
Beverages,AquaPure,audio,2024-11-01,7.609562507547199,7.575582969208026,8.97493601252331,50960.81763598079,6726.982971887164,0.0034507198024249517,0.6262901938261953,0.001276624581287623,0.5298856486169653
Beverages,AquaPure,audio,2024-12-01,7.034609746703101,6.8710987951711475,4.710874672343172,56018.678786351884,8152.797748406782,0.0033424886132627854,0.6694693503372297,0.0011895672170463072,0.5249966786517851
Beverages,AquaPure,audio,2025-01-01,8.001011918574035,7.8984918599120055,6.143653303542303,36207.66093036435,4584.123345639268,0.003913709425782978,0.6053246197859855,0.0014527141997556117,0.5506629246126669
Beverages,AquaPure,audio,2025-02-01,6.797928903593178,6.779815896784653,,32194.49654153086,4748.579759636127,0.0038247789067314057,0.6595249666161288,0.0013741366056243525,0.49043780777887874
Beverages,AquaPure,audio,2025-03-01,6.53504021134824,6.441285646323008,5.288783280718003,36742.74951554215,5704.25712086168,0.0039404359451467785,0.7083393916381076,0.0014089813171201087,0.47154227994482
Beverages,AquaPure,audio,2025-04-01,5.530213384257842,5.643025644119595,3.4464105097581768,40488.36961178674,7174.939857659214,0.004592965294608144,0.71699209130201,0.0014654271645272421,0.4637802863451519
Beverages,AquaPure,audio,2025-05-01,6.44604261766278,6.47814335760947,4.778692523956034,40934.27676610157,6318.82848316696,0.00448563990446673,0.6304328527553587,0.0014297767758129675,0.4748819126356428
Beverages,AquaPure,audio,2025-06-01,7.194728994743077,6.915410785602593,5.678552968614297,42603.24354367994,6160.623694600608,0.0038705916794515953,0.6092388938489526,0.0013214953977212602,0.4842275913233783
Beverages,AquaPure,audio,2025-07-01,6.740450703116,6.5006929349330305,4.32541716344437,40271.78613683382,6194.998985481029,0.0036501760955371097,0.6733694549435901,0.001241556903857256,0.4657486390335176
Beverages,AquaPure,audio,2025-08-01,7.990593467892714,7.86943309685394,6.217419051781123,39188.86876206923,4979.884609189478,0.003572173116099885,0.579797951937301,0.0012970551805669833,0.463971964064562
Beverages,AquaPure,audio,2025-09-01,7.612813511959228,7.6246575517451065,5.373427910020122,34041.82618083517,4464.702309554058,0.0034078703527379312,0.602280090321605,0.0012677125229877701,0.4652537636652945
Beverages,AquaPure,audio,2025-10-01,8.982856386594614,9.076935580453895,,40603.031451467694,4473.209167519213,0.002883755395252436,0.6407691115197268,0.0012992922324871618,0.5311259513731368
Beverages,AquaPure,audio,2025-11-01,7.826751021250685,7.9260394516731125,6.903787453744466,53177.61320314595,6709.2289317233535,0.0028173301143675643,0.6871393826017363,0.0012296688258971432,0.5610913040051208
Beverages,AquaPure,audio,2025-12-01,8.477989778657895,8.622465270347263,,63713.76224938498,7389.2744420203335,0.002681005393398398,0.6804120112357581,0.0012132514840276967,0.5371836794781465
Beverages,AquaPure,display,2022-01-01,4.657059774143746,4.766774292105846,3.335552293700128,26741.689054480918,5610.017889617149,0.004156598245483847,0.5108375423071525,0.0007827984164927254,0.7083141505747715
Beverages,AquaPure,display,2022-02-01,4.971935350682381,5.1434294631382755,4.41765259554436,25595.070657671353,4976.265513332122,0.003978413907461826,0.4952000709853839,0.0007433890916558961,0.7034633764004862
Beverages,AquaPure,display,2022-03-01,4.162306802378717,4.393786428201919,2.772858628158993,29009.445439282063,6602.379499622989,0.003653755898878961,0.5452006192917415,0.0006660322271456697,0.7052140362061422
Beverages,AquaPure,display,2022-04-01,4.188193459577664,4.2970658680829565,,28270.513583560343,6579.027283138348,0.004037125589139309,0.5194242288913902,0.0007116877294241129,0.6949870014591772
Beverages,AquaPure,display,2022-05-01,5.1539927119287725,5.174880603028096,4.973819442892591,30652.931808042445,5923.4085111269615,0.003955875306324774,0.45850363891376744,0.0007253617651506954,0.6916350920248155
Beverages,AquaPure,display,2022-06-01,4.346376841972686,4.334855919818866,2.1177526225270196,33277.41391629545,7676.705877155421,,0.48348065733438855,0.0006850311361973364,0.7004904562233658
Beverages,AquaPure,display,2022-07-01,4.458718960789311,4.355359683501355,3.177348916128592,37290.57830512894,8561.997404345339,0.004516588308031375,0.4847419693339375,0.0007605633551409337,0.7194379544106768
Beverages,AquaPure,display,2022-08-01,4.39781590883597,4.322480721528848,,40437.40879415075,9355.139189573567,0.004404399863462844,0.5048645002468196,0.0007638135882019604,0.7113197897593615
Beverages,AquaPure,display,2022-09-01,4.192351790167804,4.109078335519273,2.5441606745276033,30308.946288999574,7376.093569939052,0.0045820563967049885,0.4861648806972747,0.0007341554625246824,0.7031641938534621
Beverages,AquaPure,display,2022-10-01,4.317115447951945,4.232052814288627,3.8167730139764964,29136.847483372017,6884.802426141196,0.004545197609362776,0.5011867530131175,0.0007413377031246428,0.7115974303729695
Beverages,AquaPure,display,2022-11-01,3.924412787373689,3.881799102511003,,37558.12259771784,9675.442135432197,0.004800133356466006,0.5687087600912359,0.0008285536437859059,0.6619976816010387
Beverages,AquaPure,display,2022-12-01,3.6905571900870973,3.7089763677696506,4.171168332108119,80110.4053237618,21599.060597933996,0.007789467974808702,,0.0013668680410073306,0.6953637445599254
Beverages,AquaPure,display,2023-01-01,4.413218474417582,4.214100783278278,3.7225543711881066,41418.404533643385,9828.527285819382,0.006864001872109984,0.5512972451099047,0.0012495718441346711,0.7039850045999625
Beverages,AquaPure,display,2023-02-01,5.888008235450427,5.770242603215217,6.593909706565131,19798.277651578537,3431.0996977053974,0.007366621417375445,0.4039914868368536,0.0013915019192001152,0.310569448422094
Beverages,AquaPure,display,2023-03-01,5.225723109844399,5.2357483266645355,4.605366022510873,26130.15924284915,4990.721022585041,0.008743784505789528,0.4051896584058652,0.0014127554181503205,0.3162726967462399
Beverages,AquaPure,display,2023-04-01,4.9579547155109065,4.9154363316609135,,27365.959070521683,5567.350937749771,0.008257037390168746,0.442872558885512,0.0013484160659293885,0.3319931660385043
Beverages,AquaPure,display,2023-05-01,5.777088468373496,5.712173811467465,,17530.521266777392,3068.975462823632,0.006523965027835147,0.39697005081149034,0.0012038205348480766,0.27026114579975413
Beverages,AquaPure,display,2023-06-01,4.7248035390366745,4.84416225490071,4.355775846915826,21989.59280992571,4539.40055118497,0.006005699483289367,0.446967364236409,0.00101830781672598,0.31747406517869453
Beverages,AquaPure,display,2023-07-01,4.678363018724951,4.633973988194699,4.088228931273619,43660.68050962654,9421.865686094592,0.004436869172546187,0.5266259955337651,0.0008392568085883606,0.6908330606078819
Beverages,AquaPure,display,2023-08-01,3.9241771792133844,3.9082357717007032,2.6618774837305614,42628.72395249793,10907.408468334976,0.0049422807530748614,0.5330828634150323,0.0007981863748115555,0.7057113621990287
Beverages,AquaPure,display,2023-09-01,3.828886357295581,3.9177236152872013,3.947881223621806,37035.77421694904,9453.391268448122,0.005159288542961512,0.5276213243538607,0.0008369981551196181,0.6980829585124432
Beverages,AquaPure,display,2023-10-01,3.8673011058423787,3.820074652057244,2.4621478203276372,37494.421575672866,9815.101795322456,0.005089558488079645,0.5665936497905938,0.00086436012907625,0.7239440505517651
Beverages,AquaPure,display,2023-11-01,3.4480163030309114,3.3728030448337503,,37596.343210944826,11146.913327338389,0.005006150743620545,0.5302498966481966,0.0007060196828375001,0.7480938142281385
Beverages,AquaPure,display,2023-12-01,3.8851759644753012,3.9416763858930937,2.9827524948811406,50298.327006713036,12760.643462950495,0.004846784760262247,0.547338228658767,0.0008116387450147273,0.7515162993356611
Beverages,AquaPure,display,2024-01-01,3.235620442979679,3.13772624038639,1.709223474616584,20881.195026343128,6654.881091146992,0.004998005145323021,0.5277463196785878,0.0006651265476301032,0.7333635264592275
Beverages,AquaPure,display,2024-02-01,3.669312135387255,3.5442063028123942,2.4089777025246004,19416.07151930868,5478.256585656896,0.004795054530334341,0.5221365407602837,0.0006933476757247312,0.6710356811273499
Beverages,AquaPure,display,2024-03-01,3.9560811734805066,3.8682271742122696,4.332210179212792,32869.72737520761,8497.362201045298,0.004837212927277437,0.5502760135374497,0.0007950268658487236,0.709232817099397
Beverages,AquaPure,display,2024-04-01,3.55132252086082,3.378940941236836,1.9346079683659019,34971.861102691815,10349.947427577892,0.005047309598238501,0.5927465453054174,0.0007929513591034729,0.746440763972289
Beverages,AquaPure,display,2024-05-01,3.5266677655707306,3.401517864784932,2.5844828258102654,33213.71289425048,9764.379966397879,0.004772260139903537,0.5741051250233936,0.000733271454817977,0.7548350425752082
Beverages,AquaPure,display,2024-06-01,3.706230402822602,3.6219306860256952,2.0016999521117107,36105.73929509239,9968.644467548003,0.004577864273386379,0.5457187533556689,0.0007133891408697955,0.718590486112901
Beverages,AquaPure,display,2024-07-01,4.190041669808182,4.189727099079184,2.3650043441842907,41316.482898371425,9861.378061461792,0.004285519502625578,0.5794675086062869,0.0008081329048744755,0.7375322335396014
Beverages,AquaPure,display,2024-08-01,3.683936521422433,3.635533592457322,,37316.058713946935,10264.259087405198,0.0041327862720714915,0.6091909957507982,0.0007200224575035608,0.7549532886156219
Beverages,AquaPure,display,2024-09-01,5.011022277208262,4.915081817253859,4.050421626509477,38144.172000531624,7760.638259699089,0.0038141953472200286,0.5521228130121719,0.0008176275416215625,0.7853814997585896
Beverages,AquaPure,display,2024-10-01,4.375669994277458,4.319420675283917,2.477234599982383,35494.20948346062,8217.35416662735,0.004341551118956882,0.5593080701488804,0.0008209531878681281,0.7385423295611053
Beverages,AquaPure,display,2024-11-01,3.063298128136929,3.092820820286294,2.7006584163782104,40118.90368392588,12971.622352248707,0.004994126810869178,0.6112922880418806,0.0007653732831773791,0.7258708860353054
Beverages,AquaPure,display,2024-12-01,3.2275863222921726,3.2380857074241267,2.007359172705943,47584.66346759706,14695.306970565121,0.005308177523683421,0.5556721988416063,0.0007601801453114663,0.7442747796530017
Beverages,AquaPure,display,2025-01-01,3.3151675831742597,3.3274755088448624,2.3019028005318187,22804.9658921014,6853.533807080725,0.004636281020788599,0.5954934231541164,0.0007347644210721793,0.7373632739551262
Beverages,AquaPure,display,2025-02-01,3.895110942959867,4.02722341567471,3.0832594757407032,24066.246128591927,5975.890494409021,0.004874478788725212,0.520910956625612,0.0008138689165412992,0.7007309724497885
Beverages,AquaPure,display,2025-03-01,3.671340783216809,3.884513446176121,1.8869756289529906,32589.442878209713,8389.581688870316,0.00522948113577028,0.5502447490568844,0.0008584938041824623,0.7188326572203843
Beverages,AquaPure,display,2025-04-01,3.2494253561075475,3.325193343585195,,31073.358553539285,9344.827606335894,0.004920815074431937,0.6007603732777816,0.0007630302293389356,0.7350868934275715
Beverages,AquaPure,display,2025-05-01,3.098215201814464,3.3462703543894707,,30831.294669768376,9213.629325952525,0.004880452105510668,0.5987541802672554,0.0007677717296897989,0.7322270471908857
Beverages,AquaPure,display,2025-06-01,3.69669109108445,3.8648135488096473,3.296497294031361,34971.861102691815,9048.783508188399,0.004248646180962279,0.5721646227118811,0.0007475196568173702,0.7339692138634706
Beverages,AquaPure,display,2025-07-01,4.150183120208749,4.319394834657183,2.4347572838209732,41787.870461504244,9674.473406833347,0.004490995024153639,0.5710012044403794,0.0008438535172911507,0.7220159922473963
Beverages,AquaPure,display,2025-08-01,4.215716672219174,4.1974085103497645,2.4308967017460237,35850.93520691249,8541.207061098057,0.004266607478782525,0.5503709685609934,0.000772251709964075,0.7617688248145765
Beverages,AquaPure,display,2025-09-01,4.426808032799592,4.464375510848726,3.36818732574651,33544.95820888435,7513.919500581413,0.004483405816508519,0.550147862101436,0.0008757048895215931,0.7225215411525868
Beverages,AquaPure,display,2025-10-01,4.8455666394137875,4.799656848306418,4.278446104838951,33175.49228102349,6912.055034253049,0.004118806242683128,0.5460190405445177,0.0008598106466060068,0.7055843821055026
Beverages,AquaPure,display,2025-11-01,4.01132180798217,4.022711943081567,,41978.97352763917,10435.490813563327,0.00448587087163361,0.5600843072973017,0.0007921771645422594,0.7109443791617264
Beverages,AquaPure,display,2025-12-01,3.42769072987163,3.425112351653519,1.837337533736535,50311.067211122034,14688.880844108278,0.0048627409279723205,0.6025713108302202,0.0007728221109623998,0.7381752569751642
Beverages,AquaPure,ooh,2022-11-01,1.6808551641527245,1.6009195561141016,0.7957122276295233,29353.430958324934,18335.35660565873,0.0016010750853193007,3.107687560281141,0.0006270033312767569,0.6200644707215479
Beverages,AquaPure,ooh,2022-12-01,1.375989165174686,1.3659165294925828,,33239.19330306847,24334.717814284246,0.0018017488453578548,3.309945295740512,0.0006304630893602628,0.59800643393974
Beverages,AquaPure,ooh,2023-11-01,1.4691210518461677,1.5042111294733125,0.926088592586284,35315.84662173469,23477.985190882246,0.0015797532549194305,3.5707962267501516,0.000652478223066537,0.721207116670424
Beverages,AquaPure,ooh,2023-12-01,1.4312794878373418,1.4383324197771745,0.6443365638052723,44170.28868598635,30709.374327270732,0.0017130944889223179,3.8386717909088417,0.0007194181317116683,0.7248007248891735
Beverages,AquaPure,ooh,2024-11-01,1.460059643164996,1.4835344469603584,0.9870677538827084,30308.946288999574,20430.227522589816,0.0017736102296091352,3.079624287396716,0.0006348437992705248,0.6663303137456453
Beverages,AquaPure,ooh,2024-12-01,1.3600128635869928,1.3541759717213921,0.9636143186389355,34169.22822492512,25232.487459875778,0.0018630707545554861,3.234934289727664,0.0006433615401878298,0.6463067045464268
Beverages,AquaPure,ooh,2025-11-01,1.5597554612729176,1.6075670754315097,1.357501562255727,37914.84832116971,23585.235664889722,0.0015884002634167233,3.5060555470328114,0.0007165941763212906,0.6924293879580546
Beverages,AquaPure,ooh,2025-12-01,1.9175958318819433,1.8530999777745412,1.0239520607899593,48374.556140954766,26104.666084476255,0.0016129133799776413,3.215256322758499,0.0007656154135777208,0.7044033726563294
Beverages,AquaPure,paid_search,2022-01-01,1.5407458134202294,1.501826226437138,,150996.90265541108,100542.1932293918,0.03966947545979542,1.1981718354652058,0.005562760433377414,0.5728882719810338
Beverages,AquaPure,paid_search,2022-02-01,1.3765611189974893,1.3638028529402186,,144614.0602465045,106037.36451696919,0.03727051931956459,1.3114833650819289,0.005261597532396684,0.5736905103592197
Beverages,AquaPure,paid_search,2022-03-01,1.4305023913508446,1.4238351073271132,1.1845967087440552,166361.5891726593,116840.48828165271,0.03626341099206816,1.272453397097162,0.005189382375840958,0.5564885620984703
Beverages,AquaPure,paid_search,2022-04-01,1.5027088901012808,1.5348804485387966,0.9589172572966439,170107.20926890388,110827.66050661837,0.03621140444639283,1.2295877305635872,0.0053397348195255295,0.5271573145955847
Beverages,AquaPure,paid_search,2022-05-01,1.3074138587948443,1.335798422734599,0.7640583771084613,197078.2220027467,147535.89961522428,0.0433461843699544,1.2843839470633875,0.005890786302511034,0.5404371340097177
Beverages,AquaPure,paid_search,2022-06-01,1.5300249896360485,1.5061872988806544,,203359.14277638134,135015.83961537236,0.04057364829690321,1.124850784098745,0.00543580054400088,0.5362513964369587
Beverages,AquaPure,paid_search,2022-07-01,1.4117368683111822,1.3792276154941647,,211016.00562618746,152995.7805772199,0.04294116642883676,1.2041412628659345,0.00563218514306944,0.5497687504357763
Beverages,AquaPure,paid_search,2022-08-01,1.5673525706569287,1.4859039496291393,0.9343892342529403,215118.3514458839,144772.7166345943,0.04010555403506083,1.1980331063255683,0.0055731423823593895,0.554063403185173
Beverages,AquaPure,paid_search,2022-09-01,1.4501895893721293,1.364920429796996,0.9215978512764603,190771.8208202941,139767.72319882963,0.04287073496003064,1.233389721133336,0.005591518044297043,0.5905154213735759
Beverages,AquaPure,paid_search,2022-10-01,1.5492138189963487,1.4745751899507802,1.5241936510371987,195320.07379430535,132458.53797446907,0.04329496876048727,1.2197705006259065,0.006085943499758231,0.5749836821341461
Beverages,AquaPure,paid_search,2022-11-01,1.6133847863207718,1.5040980170386025,0.7591572485033706,240980.96639614415,160216.2649417012,0.042210230462684725,1.2399871907443905,0.0062388173083067835,0.5481818324700645
Beverages,AquaPure,paid_search,2022-12-01,1.7152308614356118,1.6223715868212645,1.2347815637399917,315982.54975189886,194765.83066337343,0.04179623357656886,1.2510893109667673,0.006628045445995325,0.5563858293523458
Beverages,AquaPure,paid_search,2023-01-01,1.7267931864503805,1.635096356923451,1.0235598470723506,174872.04571786808,106949.07671796308,0.039984682786134304,1.2663289371739495,0.006340004264114585,0.5625859932593031
Beverages,AquaPure,paid_search,2023-02-01,1.4804437051380586,1.4377552892531857,1.0982431302524698,163507.78338504437,113724.34836944702,0.0415725735397491,1.2745508463743824,0.005956425187978843,0.5908866731972172
Beverages,AquaPure,paid_search,2023-03-01,1.457030632658236,1.4273191659274318,0.9204811126046312,201779.35742966592,141369.47239726537,0.04034121897564234,1.295375157121203,0.005878300154864091,0.5981166176842668
Beverages,AquaPure,paid_search,2023-04-01,1.500818503583336,1.5043828507620254,1.2964053949424963,213207.32078453462,141724.11010703642,0.037605008237841006,1.3428219107752024,0.005996642920666374,0.5926271276301798
Beverages,AquaPure,paid_search,2023-05-01,1.713365132867125,1.678090808368923,1.450515707655503,215029.17001502094,128139.173960452,0.03569501191017034,1.2761340672474604,0.006049658560643121,0.6126315975319997
Beverages,AquaPure,paid_search,2023-06-01,1.528917219669878,1.5493683637355595,1.0454200180646749,208276.86167825348,134426.9487832407,0.03809728533382986,1.1980691138671933,0.005626830587826665,0.5691319785168332
Beverages,AquaPure,paid_search,2023-07-01,1.4118738212162298,1.3989250061241,1.275269270807799,211805.89829954517,151406.18501514988,0.043191948898806426,1.2228617755417435,0.0057780623026683015,0.5525539703400885
Beverages,AquaPure,paid_search,2023-08-01,1.2973589245214168,1.295195815536711,1.0120714711991212,218150.52009522475,168430.53187662302,0.04293865201753438,1.3489226742639775,0.005926313853923702,0.5356674429355213
Beverages,AquaPure,paid_search,2023-09-01,1.498299598701343,1.457790958110816,1.3134417086051846,215194.79267233788,147617.04445691832,0.042074080839563585,1.419299128490566,0.0068528731821255046,0.5361270552158582
Beverages,AquaPure,paid_search,2023-10-01,1.7003511281165262,1.6425651471113392,1.0925042843810067,226571.79520957058,137937.78323375853,0.04252813853276749,1.3105478587937383,0.00722281224221423,0.5154003061233634
Beverages,AquaPure,paid_search,2023-11-01,1.5713421561936047,1.4763059190028236,1.2041761213602316,281622.21846083883,190761.42338510815,0.04538599301532289,1.2258786172345844,0.00647320520141108,0.544790305349558
Beverages,AquaPure,paid_search,2023-12-01,1.58910140219157,1.5012716801258497,0.8848884224987185,320543.54293031915,213514.6803698105,0.0445139726915898,1.1943073234801485,0.006191169963492966,0.5456273754764659
Beverages,AquaPure,paid_search,2024-01-01,1.311341356247616,1.308478546245385,0.7542348762446379,145747.93843890505,111387.33520478544,0.04236379927212308,1.278286570781811,0.005581348949030559,0.5195702753532293
Beverages,AquaPure,paid_search,2024-02-01,1.235437398135105,1.2355662309514701,1.3492223046536265,149608.2203748306,121084.74368033034,0.04477748633847466,1.2597509694368416,0.005501462962404991,0.5123318205923983
Beverages,AquaPure,paid_search,2024-03-01,1.2784843375524255,1.3136740209546092,0.7546438666099184,191943.91962592164,146112.29008429465,0.04464439804323878,1.246883395780023,0.005778211466360923,0.5359432798830855
Beverages,AquaPure,paid_search,2024-04-01,1.3129063154934002,1.352434534440852,0.8662864700896162,202136.0831531178,149460.9003286718,0.04733871245204046,1.2458293419856112,0.0062809469910287226,0.5624676537598841
Beverages,AquaPure,paid_search,2024-05-01,1.3137239669519971,1.2937291500977448,0.612359734693973,224138.4161674525,173249.87703223524,0.0456924351173617,1.283313410410477,0.005906019282328202,0.6043926752576549
Beverages,AquaPure,paid_search,2024-06-01,1.336519735879374,1.3044557192238642,0.7513769682451018,258957.39481723637,198517.5817016717,0.04108615424082765,1.3517839359758654,0.0056894923472258765,0.6511835171553402
Beverages,AquaPure,paid_search,2024-07-01,1.3803943910066105,1.3803350194169475,0.7831936464700842,218392.58397899568,158217.08564000973,0.03773111691809513,1.2249317583847645,0.005007261115663427,0.6283464729767714
Beverages,AquaPure,paid_search,2024-08-01,1.2153679429112418,1.2440849021819742,0.7490577484100739,220469.2372976619,177213.98026049955,0.043134395684026196,1.2465987159393037,0.005283535134813051,0.5835911542734299
Beverages,AquaPure,paid_search,2024-09-01,1.1352603511118986,1.1516792093842751,,157736.47078776953,136962.15882207383,0.04682924676419282,1.2229965337852273,0.005136819117265861,0.5301589489680775
Beverages,AquaPure,paid_search,2024-10-01,1.183499619080505,1.2289739450919723,0.9530486343749246,153863.448647435,125196.67260799443,0.044450032495734974,1.235265930696922,0.00523473728516356,0.5465550890312213
Beverages,AquaPure,paid_search,2024-11-01,1.2917444018523816,1.3446592789522105,0.7621443583860249,180197.45116082806,134009.74803166647,0.042391921773316486,1.1611221171752688,0.005172391610291187,0.5341891715989965
Beverages,AquaPure,paid_search,2024-12-01,1.1826678739198955,1.204917304569021,0.7318838444840109,223323.04308527682,185343.04573304788,0.04568792927400187,1.244589647614125,0.005415676462926559,0.5346218877756262
Beverages,AquaPure,paid_search,2025-01-01,1.287750172170283,1.269549600805181,1.1127014832588884,115451.73235431447,90939.12697943587,0.04137819702565036,1.2222015291701727,0.0049705551034217215,0.5307115981653431
Beverages,AquaPure,paid_search,2025-02-01,1.2823840966217632,1.253310896059477,,121363.18720008824,96834.06374401203,0.03911022301104575,1.2558564021478489,0.004786642572349316,0.5382111285007084
